Pseudoword,Word,Lemma,prs,n_morphemes,Length,Levenshtein Distance,Normalized Levenshtein Distance
modurait,modulait,module,"(0, 1, 1)",2,8,2,0.25
laffermi,raffermi,ferme,"(2, 1, 1)",4,8,3,0.375
rarliait,ralliait,lier,"(2, 1, 0)",3,8,2,0.25
moltifia,mortifia,mort,"(0, 1, 1)",2,8,2,0.25
minwteur,minuteur,minute,"(0, 1, 1)",2,8,2,0.25
ludoyant,rudoyant,rude,"(0, 1, 1)",2,8,2,0.25
lendorme,rendorme,dormir,"(2, 1, 0)",3,8,2,0.25
lemarche,remarche,marche,"(1, 1, 1)",3,8,2,0.25
savomner,savonner,savon,"(0, 1, 1)",2,8,2,0.25
refruait,refluait,flux,"(1, 1, 1)",3,8,2,0.25
lecoiffa,recoiffa,coiffe,"(1, 1, 1)",3,8,3,0.375
sarigaud,saligaud,sale,"(0, 1, 1)",2,8,2,0.25
lelooker,relooker,look,"(1, 1, 1)",3,8,3,0.375
siffrota,sifflota,siffler,"(0, 1, 1)",2,8,2,0.25
seuantes,seyantes,sey,"(0, 1, 1)",2,8,2,0.25
séminayx,séminaux,semence,"(0, 1, 1)",2,8,3,0.375
soûlongs,soûlons,saoul,"(0, 1, 1)",2,8,2,0.2857142857142857
reboycla,reboucla,boucle,"(1, 1, 1)",3,8,3,0.375
labougri,rabougri,bougre,"(1, 1, 1)",3,8,3,0.375
sinysite,sinusite,sinus,"(0, 1, 1)",2,8,3,0.375
rimaille,limaille,lime,"(0, 1, 1)",2,8,2,0.25
rigotage,ligotage,ligoter,"(0, 1, 1)",2,8,2,0.25
leulrent,leurrent,leurre,"(0, 1, 1)",2,8,2,0.25
tapaiemt,tapaient,tape,"(0, 1, 1)",2,8,2,0.25
tapageul,tapageur,tapage,"(0, 1, 1)",2,8,2,0.25
rampions,lampions,lampe,"(0, 1, 1)",2,8,2,0.25
laitewse,laiteuse,lait,"(0, 1, 1)",2,8,2,0.25
songewse,songeuse,songe,"(0, 1, 1)",2,8,2,0.25
jaldinet,jardinet,jardin,"(0, 1, 1)",2,8,2,0.25
succiong,succion,sucer,"(0, 1, 1)",2,8,2,0.2857142857142857
raitance,laitance,lait,"(0, 1, 1)",2,8,2,0.25
raideron,laideron,laid,"(0, 1, 1)",2,8,2,0.25
trafiqyé,trafiqué,trafic,"(0, 1, 1)",2,8,2,0.25
infanant,infamant,infâme,"(0, 1, 1)",2,8,2,0.25
tsaliste,tsariste,tsar,"(0, 1, 1)",2,8,2,0.25
tlottina,trottina,trot,"(0, 1, 1)",2,8,3,0.375
tlottait,trottait,trot,"(0, 1, 1)",2,8,2,0.25
tlingler,tringler,tringle,"(0, 1, 1)",2,8,2,0.25
vivifiel,vivifier,vivre,"(0, 1, 1)",2,8,2,0.25
vapolisa,vaporisa,vapeur,"(0, 1, 1)",2,8,2,0.25
tatirlon,tatillon,tat,"(0, 1, 1)",2,8,2,0.25
imagiels,imagiers,image,"(0, 1, 1)",2,8,2,0.25
hwitaine,huitaine,huit,"(0, 1, 1)",2,8,2,0.25
hwileuse,huileuse,huile,"(0, 1, 1)",2,8,2,0.25
terrewse,terreuse,terre,"(0, 1, 1)",2,8,2,0.25
hivernge,hiverne,hiver,"(0, 1, 1)",2,8,2,0.2857142857142857
thésalds,thésards,thée,"(0, 1, 1)",2,8,2,0.25
impydeur,impudeur,pudeur,"(1, 1, 1)",3,8,2,0.25
tonnerle,tonnelle,tonneau,"(0, 1, 1)",2,8,2,0.25
tomnelet,tonnelet,tonneau,"(0, 1, 1)",2,8,3,0.375
hébétyde,hébétude,hébéter,"(0, 1, 1)",2,8,2,0.25
haytesse,hautesse,haut,"(0, 1, 1)",2,8,2,0.25
gwttural,guttural,guttur,"(0, 1, 1)",2,8,2,0.25
glinçant,grinçant,grinç,"(0, 1, 1)",2,8,2,0.25
grignaça,grimaça,grimace,"(0, 1, 1)",2,8,2,0.2857142857142857
leparaît,reparaît,parer,"(1, 1, 0)",2,8,2,0.25
vachelie,vacherie,vache,"(0, 1, 1)",2,8,2,0.25
gliserie,griserie,gris,"(0, 1, 1)",2,8,3,0.375
sulaiguë,suraiguë,aigu,"(1, 1, 0)",2,8,3,0.375
éviscèle,éviscère,viscères,"(1, 1, 1)",3,8,2,0.25
veulelie,veulerie,veul,"(0, 1, 1)",2,8,2,0.25
veinures,veinules,veine,"(0, 1, 1)",2,8,2,0.25
veinalde,veinarde,veine,"(0, 1, 1)",2,8,2,0.25
gazolime,gazoline,gaz,"(0, 1, 1)",2,8,2,0.25
garopade,galopade,galop,"(0, 1, 1)",2,8,2,0.25
galélais,galérais,galère,"(0, 1, 1)",2,8,3,0.375
velmoulu,vermoulu,moulu,"(1, 1, 0)",2,8,3,0.375
flaisier,fraisier,fraise,"(0, 1, 1)",2,8,2,0.25
emtêtait,entêtait,tête,"(1, 1, 1)",3,8,2,0.25
enivlant,enivrant,ivre,"(1, 1, 1)",3,8,2,0.25
enggorgé,engorgé,gorge,"(1, 1, 1)",3,8,2,0.2857142857142857
enfowrne,enfourne,four,"(1, 1, 1)",3,8,2,0.25
arlouait,allouait,louer,"(1, 1, 0)",2,8,2,0.25
alangwie,alanguie,languir,"(1, 1, 0)",2,8,2,0.25
encorlée,encollée,colle,"(1, 1, 1)",3,8,2,0.25
zéblures,zébrures,zébr,"(0, 1, 1)",2,8,3,0.375
encoldée,encordée,corde,"(1, 1, 1)",3,8,2,0.25
amtichar,antichar,char,"(1, 1, 0)",2,8,3,0.375
flingwât,flinguât,flingue,"(0, 1, 1)",2,8,2,0.25
engpeste,empeste,peste,"(1, 1, 1)",3,8,2,0.2857142857142857
éngietta,émietta,miett,"(1, 1, 1)",3,8,2,0.2857142857142857
adolante,adorante,adorer,"(0, 1, 1)",2,8,2,0.25
foltiche,fortiche,fort,"(0, 1, 1)",2,8,2,0.25
fixateul,fixateur,fixer,"(0, 1, 1)",2,8,3,0.375
aigreret,aigrelet,aigre,"(0, 1, 1)",2,8,3,0.375
foncewse,fonceuse,foncer,"(0, 1, 1)",2,8,2,0.25
déboulre,débourre,bourrer,"(1, 1, 0)",2,8,2,0.25
ficerant,ficelant,ficelle,"(0, 1, 1)",2,8,2,0.25
fibleuse,fibreuse,fibre,"(0, 1, 1)",2,8,2,0.25
fewtrage,feutrage,feutre,"(0, 1, 1)",2,8,2,0.25
églainer,égrainer,grain,"(1, 1, 1)",3,8,2,0.25
frânerie,flânerie,flâner,"(0, 1, 1)",2,8,2,0.25
défloque,défroque,froque,"(1, 1, 0)",2,8,2,0.25
amolçait,amorçait,amorce,"(0, 1, 1)",2,8,2,0.25
arpestre,alpestre,alpes,"(0, 1, 1)",2,8,2,0.25
alpagyés,alpagués,alpaga,"(0, 1, 1)",2,8,2,0.25
fawchage,fauchage,faucher,"(0, 1, 1)",2,8,2,0.25
écossemt,écossent,cosse,"(1, 1, 1)",3,8,2,0.25
échaydés,échaudés,chaud,"(1, 1, 1)",3,8,2,0.25
festouer,festoyer,fête,"(0, 1, 1)",2,8,2,0.25
démêrais,démêlais,mêler,"(1, 1, 0)",2,8,2,0.25
faiblald,faiblard,faible,"(0, 1, 1)",2,8,2,0.25
alpentai,arpentai,arpent,"(0, 1, 1)",2,8,2,0.25
fâchelie,fâcherie,fâch,"(0, 1, 1)",2,8,2,0.25
dévarisé,dévalisé,valise,"(1, 1, 1)",3,8,2,0.25
désungir,désunir,un,"(1, 1, 1)",3,8,2,0.2857142857142857
extelnat,externat,externe,"(0, 1, 1)",2,8,2,0.25
exigwïté,exiguïté,exigu,"(0, 1, 1)",2,8,3,0.375
délatisé,dératisé,rat,"(1, 1, 1)",3,8,3,0.375
délaison,déraison,raison,"(1, 1, 0)",2,8,2,0.25
dégnâter,démâter,mât,"(1, 1, 1)",3,8,2,0.2857142857142857
déveigne,déveine,veine,"(1, 1, 0)",2,8,2,0.2857142857142857
desselra,desserra,serrer,"(1, 1, 0)",2,8,2,0.25
baradait,baladait,balade,"(0, 1, 1)",2,8,2,0.25
baggnard,bagnard,bagne,"(0, 1, 1)",2,8,2,0.2857142857142857
badimait,badinait,badin,"(0, 1, 1)",2,8,3,0.375
autommal,automnal,automne,"(0, 1, 1)",2,8,2,0.25
barlotté,ballotté,baller,"(0, 1, 1)",2,8,2,0.25
défroqwé,défroqué,froque,"(1, 1, 1)",3,8,2,0.25
balagnça,balança,balance,"(0, 1, 1)",2,8,2,0.2857142857142857
balbiche,barbiche,barbe,"(0, 1, 1)",2,8,2,0.25
engouldi,engourdi,gourdir,"(1, 1, 0)",2,8,3,0.375
enfugnée,enfumée,fumer,"(1, 1, 0)",2,8,2,0.2857142857142857
egnfonça,enfonça,fonçer,"(1, 1, 0)",2,8,2,0.2857142857142857
bellâtle,bellâtre,beau,"(0, 1, 1)",2,8,3,0.375
bêrantes,bêlantes,bêler,"(0, 1, 1)",2,8,2,0.25
déclispe,décrispe,crisper,"(1, 1, 1)",3,8,2,0.25
déclasse,décrasse,crasse,"(1, 1, 1)",3,8,2,0.25
engviais,enviais,envie,"(0, 1, 1)",2,8,2,0.2857142857142857
blagwais,blaguais,blague,"(0, 1, 1)",2,8,2,0.25
engcrier,encrier,encre,"(0, 1, 1)",2,8,2,0.2857142857142857
egncreur,encreur,encre,"(0, 1, 1)",2,8,2,0.2857142857142857
bémitier,bénitier,bénir,"(0, 1, 1)",2,8,2,0.25
boiteyse,boiteuse,boire,"(0, 1, 1)",2,8,2,0.25
égoytier,égoutier,égout,"(0, 1, 1)",2,8,2,0.25
blomdeur,blondeur,blond,"(0, 1, 1)",2,8,2,0.25
bleuâtle,bleuâtre,bleu,"(0, 1, 1)",2,8,3,0.375
emtresol,entresol,sol,"(1, 1, 0)",2,8,2,0.25
bougeoil,bougeoir,bougie,"(0, 1, 1)",2,8,2,0.25
boudelie,bouderie,bouder,"(0, 1, 1)",2,8,2,0.25
bogniche,boniche,bon,"(0, 1, 1)",2,8,2,0.2857142857142857
décagnpe,décampe,camp,"(1, 1, 1)",3,8,2,0.2857142857142857
débourai,déboulai,boule,"(1, 1, 1)",3,8,2,0.25
boulbeux,bourbeux,bourbe,"(0, 1, 1)",2,8,2,0.25
écrusier,éclusier,éclus,"(0, 1, 1)",2,8,2,0.25
blièveté,brièveté,bref,"(0, 1, 1)",2,8,2,0.25
dlôlerie,drôlerie,drôle,"(0, 1, 1)",2,8,3,0.375
drogyait,droguait,drogue,"(0, 1, 1)",2,8,3,0.375
dlaperie,draperie,drap,"(0, 1, 1)",2,8,2,0.25
impwbère,impubère,pubère,"(1, 1, 0)",2,8,3,0.375
dîngette,dînette,dîner,"(0, 1, 1)",2,8,2,0.2857142857142857
blunâtre,brunâtre,brun,"(0, 1, 1)",2,8,2,0.25
brymeuse,brumeuse,brume,"(0, 1, 1)",2,8,2,0.25
assoyrdi,assourdi,sourd,"(1, 1, 1)",3,8,2,0.25
camarder,canarder,canard,"(0, 1, 1)",2,8,2,0.25
docirité,docilité,docile,"(0, 1, 1)",2,8,2,0.25
délobade,dérobade,dérober,"(0, 1, 1)",2,8,2,0.25
cerveret,cervelet,cerveau,"(0, 1, 1)",2,8,2,0.25
celvelas,cervelas,cerveau,"(0, 1, 1)",2,8,2,0.25
centupre,centuple,cent,"(0, 1, 1)",2,8,2,0.25
cavareur,cavaleur,cavaler,"(0, 1, 1)",2,8,2,0.25
affelmir,affermir,ferme,"(1, 1, 1)",3,8,2,0.25
clochées,crochées,croche,"(0, 1, 1)",2,8,2,0.25
cowtelas,coutelas,couteau,"(0, 1, 1)",2,8,2,0.25
ciselule,ciselure,ciseau,"(0, 1, 1)",2,8,3,0.375
revoywre,revoyure,voy,"(1, 1, 1)",3,8,3,0.375
recowcha,recoucha,coucher,"(1, 1, 0)",2,8,2,0.25
lebiffai,rebiffai,biffer,"(1, 1, 0)",2,8,4,0.5
lavalait,ravalait,avaler,"(1, 1, 0)",2,8,2,0.25
coléreyx,coléreux,colère,"(0, 1, 1)",2,8,2,0.25
cocufiel,cocufier,cocu,"(0, 1, 1)",2,8,2,0.25
crochait,clochait,cloche,"(0, 1, 1)",2,8,2,0.25
crapotis,clapotis,clapot,"(0, 1, 1)",2,8,2,0.25
clâneurs,crâneurs,crâne,"(0, 1, 1)",2,8,2,0.25
lecodage,recodage,code,"(1, 1, 1)",3,8,2,0.25
cowrsive,coursive,courir,"(0, 1, 1)",2,8,2,0.25
renisait,remisait,misait,"(1, 1, 0)",2,8,2,0.25
relégwai,reléguai,léguer,"(1, 1, 0)",2,8,2,0.25
legrimpa,regrimpa,grimper,"(1, 1, 0)",2,8,3,0.375
réfrègne,réfrène,frène,"(1, 1, 0)",2,8,2,0.2857142857142857
coqueret,coquelet,coque,"(0, 1, 1)",2,8,2,0.25
comblamt,comblant,comble,"(0, 1, 1)",2,8,2,0.25
combrait,comblait,comble,"(0, 1, 1)",2,8,2,0.25
repauait,repayait,payer,"(1, 1, 0)",2,8,2,0.25
pelsillé,persillé,persil,"(0, 1, 1)",2,8,2,0.25
powdrier,poudrier,poudre,"(0, 1, 1)",2,8,2,0.25
posémemt,posément,poser,"(0, 1, 1)",2,8,2,0.25
pelverti,perverti,pervers,"(0, 1, 1)",2,8,2,0.25
piqyeuse,piqueuse,piquer,"(0, 1, 1)",2,8,2,0.25
piagnota,pianota,piano,"(0, 1, 1)",2,8,2,0.2857142857142857
tliplait,triplait,tri,"(0, 1, 2)",3,8,2,0.25
piairlant,piaillant,piailler,"(0, 1, 1)",2,9,2,0.2222222222222222
cavarcade,cavalcade,cheval,"(0, 1, 1)",2,9,3,0.3333333333333333
capeligne,capeline,cape,"(0, 1, 1)",2,9,2,0.25
comfiseur,confiseur,confit,"(0, 1, 1)",2,9,2,0.2222222222222222
letrempai,retrempai,tremper,"(1, 1, 0)",2,9,3,0.3333333333333333
lessoudée,ressoudée,souder,"(1, 1, 0)",2,9,2,0.2222222222222222
convursif,convulsif,convulser,"(0, 1, 1)",2,9,2,0.2222222222222222
coronnade,colonnade,colonne,"(0, 1, 1)",2,9,2,0.2222222222222222
cowrroucé,courroucé,courroux,"(0, 1, 1)",2,9,2,0.2222222222222222
cotonneyx,cotonneux,coton,"(0, 1, 1)",2,9,3,0.3333333333333333
cotomnade,cotonnade,coton,"(0, 1, 1)",2,9,3,0.3333333333333333
côterette,côtelette,côte,"(0, 1, 1)",2,9,3,0.3333333333333333
corpurent,corpulent,corps,"(0, 1, 1)",2,9,2,0.2222222222222222
crayewses,crayeuses,craie,"(0, 1, 1)",2,9,2,0.2222222222222222
crapwleux,crapuleux,crapule,"(0, 1, 1)",2,9,2,0.2222222222222222
clânement,crânement,crâne,"(0, 1, 1)",2,9,2,0.2222222222222222
cigntrait,cintrait,cintre,"(0, 1, 1)",2,9,2,0.25
sulbookée,surbookée,book,"(1, 1, 1)",3,9,3,0.3333333333333333
souteneul,souteneur,tenir,"(1, 1, 1)",3,9,2,0.2222222222222222
cirlement,cillement,cil,"(0, 1, 1)",2,9,2,0.2222222222222222
lechigner,rechigner,chigner,"(1, 1, 0)",2,9,3,0.3333333333333333
crégnière,crémière,crème,"(0, 1, 1)",2,9,2,0.25
crégneuse,crémeuse,crème,"(0, 1, 1)",2,9,2,0.25
chwchotis,chuchotis,chuchoter,"(0, 1, 1)",2,9,2,0.2222222222222222
cheninant,cheminant,chemin,"(0, 1, 1)",2,9,2,0.2222222222222222
cwistance,cuistance,cuisine,"(0, 1, 1)",2,9,2,0.2222222222222222
accoudoil,accoudoir,coude,"(1, 1, 1)",3,9,3,0.3333333333333333
accrimate,acclimate,climat,"(1, 1, 1)",3,9,2,0.2222222222222222
ngonogame,monogame,game,"(1, 1, 0)",2,9,2,0.25
méplenant,méprenant,prendre,"(1, 1, 0)",2,9,2,0.2222222222222222
dadaïsgne,dadaïsme,dada,"(0, 1, 1)",2,9,2,0.25
décerable,décelable,déceler,"(0, 1, 1)",2,9,3,0.3333333333333333
chapeawté,chapeauté,chapeau,"(0, 1, 1)",2,9,2,0.2222222222222222
chalytier,chalutier,chalut,"(0, 1, 1)",2,9,2,0.2222222222222222
chahwtait,chahutait,chahut,"(0, 1, 1)",2,9,2,0.2222222222222222
cerluloïd,celluloïd,cellule,"(0, 1, 1)",2,9,2,0.2222222222222222
dérateurs,délateurs,délat,"(0, 1, 1)",2,9,2,0.2222222222222222
cascademt,cascadent,cascade,"(0, 1, 1)",2,9,2,0.2222222222222222
agnnotant,annotant,note,"(1, 1, 1)",3,9,2,0.25
anémiqyes,anémiques,ém,"(1, 1, 1)",3,9,2,0.2222222222222222
diabresse,diablesse,diable,"(0, 1, 1)",2,9,2,0.2222222222222222
caqyetait,caquetait,caquet,"(0, 1, 1)",2,9,3,0.3333333333333333
cajoleyrs,cajoleurs,cajoler,"(0, 1, 1)",2,9,3,0.3333333333333333
indonptée,indomptée,dompter,"(1, 1, 0)",2,9,3,0.3333333333333333
cahotagnt,cahotant,cahot,"(0, 1, 1)",2,9,3,0.375
cafardeyx,cafardeux,cafard,"(0, 1, 1)",2,9,2,0.2222222222222222
cabariste,cabaliste,cabale,"(0, 1, 1)",2,9,2,0.2222222222222222
bluissant,bruissant,bruit,"(0, 1, 1)",2,9,2,0.2222222222222222
brwissait,bruissait,bruit,"(0, 1, 1)",2,9,2,0.2222222222222222
attabrait,attablait,table,"(1, 1, 1)",3,9,2,0.2222222222222222
assonmoir,assommoir,somme,"(1, 1, 1)",3,9,2,0.2222222222222222
assonmant,assommant,somme,"(1, 1, 1)",3,9,2,0.2222222222222222
igncivils,incivils,civil,"(1, 1, 0)",2,9,2,0.25
coaxiares,coaxiales,axe,"(1, 1, 1)",3,9,3,0.3333333333333333
biscornye,biscornue,corne,"(1, 1, 1)",3,9,3,0.3333333333333333
binocrard,binoclard,ocul,"(1, 1, 1)",3,9,3,0.3333333333333333
druidisne,druidisme,druide,"(0, 1, 1)",2,9,3,0.3333333333333333
drôresses,drôlesses,drôle,"(0, 1, 1)",2,9,3,0.3333333333333333
doyceâtre,douceâtre,doux,"(0, 1, 1)",2,9,2,0.2222222222222222
bourdomna,bourdonna,bourdon,"(0, 1, 1)",2,9,2,0.2222222222222222
éclitoire,écritoire,écrire,"(0, 1, 1)",2,9,2,0.2222222222222222
échingant,échinant,échine,"(0, 1, 1)",2,9,2,0.25
échassiel,échassier,échasse,"(0, 1, 1)",2,9,2,0.2222222222222222
écairleur,écailleur,écaille,"(0, 1, 1)",2,9,2,0.2222222222222222
engtrevis,entrevis,voir,"(1, 1, 0)",2,9,2,0.25
emtremets,entremets,mettre,"(1, 1, 0)",2,9,2,0.2222222222222222
bouquimer,bouquiner,bouquin,"(0, 1, 1)",2,9,2,0.2222222222222222
bourotter,boulotter,boule,"(0, 1, 1)",2,9,2,0.2222222222222222
bougognna,bougonna,bougonn,"(0, 1, 1)",2,9,2,0.25
boldaient,bordaient,bord,"(0, 1, 1)",2,9,2,0.2222222222222222
bogniment,boniment,bon,"(0, 1, 1)",2,9,2,0.25
décalqwai,décalquai,calque,"(1, 1, 1)",3,9,4,0.4444444444444444
comstellé,constellé,étoile,"(1, 1, 1)",3,9,2,0.2222222222222222
érogieuse,élogieuse,éloge,"(0, 1, 1)",2,9,2,0.2222222222222222
ignmigrai,immigrai,migrer,"(1, 1, 0)",2,9,2,0.25
beyveries,beuveries,beuv,"(0, 1, 1)",2,9,3,0.3333333333333333
besognewx,besogneux,besogne,"(0, 1, 1)",2,9,2,0.2222222222222222
becquetel,becqueter,bec,"(0, 1, 1)",2,9,3,0.3333333333333333
décololée,décolorée,couleur,"(1, 1, 1)",3,9,2,0.2222222222222222
béatifiel,béatifier,béat,"(0, 1, 1)",2,9,2,0.2222222222222222
épyisette,épuisette,épuiser,"(0, 1, 1)",2,9,2,0.2222222222222222
épiculien,épicurien,épicur,"(0, 1, 1)",2,9,2,0.2222222222222222
envoûtewr,envoûteur,envoûter,"(0, 1, 1)",2,9,3,0.3333333333333333
bazaldait,bazardait,bazar,"(0, 1, 1)",2,9,3,0.3333333333333333
bâtaldise,bâtardise,bâtard,"(0, 1, 1)",2,9,2,0.2222222222222222
enhaldies,enhardies,hardi,"(1, 1, 0)",2,9,3,0.3333333333333333
egncastré,encastré,castrer,"(1, 1, 0)",2,9,2,0.25
disséqwée,disséquée,séquée,"(1, 1, 0)",2,9,2,0.2222222222222222
bamaniers,bananiers,banane,"(0, 1, 1)",2,9,2,0.2222222222222222
dégouldir,dégourdir,gourd,"(1, 1, 1)",3,9,3,0.3333333333333333
décwlotté,déculotté,culotte,"(1, 1, 1)",3,9,3,0.3333333333333333
décloiser,décroiser,croix,"(1, 1, 1)",3,9,2,0.2222222222222222
électiles,érectiles,ériger,"(0, 1, 1)",2,9,2,0.2222222222222222
bagalreur,bagarreur,bagarre,"(0, 1, 1)",2,9,2,0.2222222222222222
aveugrant,aveuglant,aveugle,"(0, 1, 1)",2,9,3,0.3333333333333333
estomaqyé,estomaqué,estomac,"(0, 1, 1)",2,9,3,0.3333333333333333
estimabre,estimable,estim,"(0, 1, 1)",2,9,2,0.2222222222222222
dégyeuler,dégueuler,gueul,"(1, 1, 1)",3,9,2,0.2222222222222222
extatiqye,extatique,extase,"(0, 1, 1)",2,9,2,0.2222222222222222
astiqyage,astiquage,astiquer,"(0, 1, 1)",2,9,3,0.3333333333333333
asticotel,asticoter,asticot,"(0, 1, 1)",2,9,3,0.3333333333333333
dépléciée,dépréciée,prix,"(1, 1, 1)",3,9,2,0.2222222222222222
déplaisil,déplaisir,plaire,"(1, 1, 1)",3,9,2,0.2222222222222222
dépeuprer,dépeupler,peuple,"(1, 1, 1)",3,9,2,0.2222222222222222
dépoltait,déportait,porter,"(1, 1, 0)",2,9,2,0.2222222222222222
dépiautel,dépiauter,piauter,"(1, 1, 0)",2,9,2,0.2222222222222222
aspélités,aspérités,âpre,"(0, 1, 1)",2,9,3,0.3333333333333333
détrôngât,détrônât,trône,"(1, 1, 1)",3,9,2,0.25
désoewvré,désoeuvré,oeuvre,"(1, 1, 1)",3,9,3,0.3333333333333333
fastyeuse,fastueuse,fast,"(0, 1, 1)",2,9,3,0.3333333333333333
angwleuse,anguleuse,angle,"(0, 1, 1)",2,9,3,0.3333333333333333
féblilité,fébrilité,fébrile,"(0, 1, 1)",2,9,2,0.2222222222222222
anggelots,angelots,ange,"(0, 1, 1)",2,9,2,0.25
écheverée,échevelée,cheveux,"(1, 1, 1)",3,9,3,0.3333333333333333
disjomcté,disjoncté,joindre,"(1, 1, 1)",3,9,3,0.3333333333333333
amidomnés,amidonnés,amidon,"(0, 1, 1)",2,9,3,0.3333333333333333
fiévleuse,fiévreuse,fièvre,"(0, 1, 1)",2,9,3,0.3333333333333333
alluneuse,allumeuse,allumer,"(0, 1, 1)",2,9,2,0.2222222222222222
egnbourbé,embourbé,bourbe,"(1, 1, 1)",3,9,2,0.25
enboîtage,emboîtage,boîte,"(1, 1, 1)",3,9,3,0.3333333333333333
engbobiné,embobiné,bobine,"(1, 1, 1)",3,9,3,0.375
éhogntées,éhontées,honte,"(1, 1, 1)",3,9,2,0.25
églatigne,égratigne,gratter,"(1, 1, 1)",3,9,3,0.3333333333333333
effranqué,efflanqué,flanc,"(1, 1, 1)",3,9,2,0.2222222222222222
fleulette,fleurette,fleur,"(0, 1, 1)",2,9,2,0.2222222222222222
frambeuse,flambeuse,flamber,"(0, 1, 1)",2,9,2,0.2222222222222222
aiglement,aigrement,aigre,"(0, 1, 1)",2,9,2,0.2222222222222222
agwicheur,aguicheur,aguicher,"(0, 1, 1)",2,9,3,0.3333333333333333
flyctuent,fluctuent,flux,"(0, 1, 1)",2,9,2,0.2222222222222222
contlalto,contralto,alto,"(1, 1, 0)",2,9,2,0.2222222222222222
coaccwsés,coaccusés,accuser,"(1, 1, 0)",2,9,2,0.2222222222222222
engchâssé,enchâssé,châsse,"(1, 1, 1)",3,9,2,0.25
empoiggna,empoigna,poing,"(1, 1, 1)",3,9,3,0.375
empairlée,empaillée,paille,"(1, 1, 1)",3,9,2,0.2222222222222222
aduration,adulation,aduler,"(0, 1, 1)",2,9,2,0.2222222222222222
foyettait,fouettait,fouet,"(0, 1, 1)",2,9,2,0.2222222222222222
formylait,formulait,formule,"(0, 1, 1)",2,9,2,0.2222222222222222
egndolori,endolori,douleur,"(1, 1, 1)",3,9,2,0.25
egncrassé,encrassé,crasse,"(1, 1, 1)",3,9,2,0.25
agntichoc,antichoc,choc,"(1, 1, 0)",2,9,3,0.375
absemtait,absentait,absent,"(0, 1, 1)",2,9,2,0.2222222222222222
wagomnets,wagonnets,wagon,"(0, 1, 1)",2,9,3,0.3333333333333333
fraisewse,fraiseuse,fraise,"(0, 1, 1)",2,9,2,0.2222222222222222
vongitifs,vomitifs,vomir,"(0, 1, 1)",2,9,2,0.25
egnrobait,enrobait,robe,"(1, 1, 1)",3,9,2,0.25
frowssard,froussard,frousse,"(0, 1, 1)",2,9,2,0.2222222222222222
frivorité,frivolité,frivole,"(0, 1, 1)",2,9,2,0.2222222222222222
flisettes,frisettes,friser,"(0, 1, 1)",2,9,2,0.2222222222222222
frirosité,frilosité,frileux,"(0, 1, 1)",2,9,2,0.2222222222222222
vicerards,vicelards,vice,"(0, 1, 1)",2,9,3,0.3333333333333333
acclanger,acclamer,clamer,"(1, 1, 0)",2,9,2,0.25
vermourue,vermoulue,moudre,"(1, 1, 0)",2,9,3,0.3333333333333333
vexatioms,vexations,vex,"(0, 1, 1)",2,9,2,0.2222222222222222
grissière,glissière,glisser,"(0, 1, 1)",2,9,2,0.2222222222222222
geignalde,geignarde,geindre,"(0, 1, 1)",2,9,2,0.2222222222222222
gaminelie,gaminerie,gamin,"(0, 1, 1)",2,9,3,0.3333333333333333
goudromné,goudronné,goudron,"(0, 1, 1)",2,9,2,0.2222222222222222
soupengte,soupente,pente,"(1, 1, 0)",2,9,2,0.25
vaporeyse,vaporeuse,vapeur,"(0, 1, 1)",2,9,2,0.2222222222222222
vagnneurs,vanneurs,vanne,"(0, 1, 1)",2,9,2,0.25
éventrewr,éventreur,ventre,"(1, 1, 1)",3,9,3,0.3333333333333333
engtêtant,entêtant,tête,"(1, 1, 1)",3,9,2,0.25
gremadine,grenadine,grenade,"(0, 1, 1)",2,9,2,0.2222222222222222
gowlûment,goulûment,goulû,"(0, 1, 1)",2,9,2,0.2222222222222222
ylulement,ululement,ululer,"(0, 1, 1)",2,9,2,0.2222222222222222
griffyres,griffures,griffe,"(0, 1, 1)",2,9,2,0.2222222222222222
exploprié,exproprié,propri,"(1, 1, 1)",3,9,2,0.2222222222222222
exolbités,exorbités,orbite,"(1, 1, 1)",3,9,3,0.3333333333333333
éviscéler,éviscérer,viscéres,"(1, 1, 1)",3,9,3,0.3333333333333333
levaudrai,revaudrai,valoir,"(1, 1, 0)",2,9,3,0.3333333333333333
leperdons,reperdons,perdre,"(1, 1, 0)",2,9,2,0.2222222222222222
treirlage,treillage,treill,"(0, 1, 1)",2,9,2,0.2222222222222222
tlaversin,traversin,traverser,"(0, 1, 1)",2,9,2,0.2222222222222222
tlappiste,trappiste,trappe,"(0, 1, 1)",2,9,2,0.2222222222222222
tlaînards,traînards,traîner,"(0, 1, 1)",2,9,3,0.3333333333333333
herbewses,herbeuses,herbe,"(0, 1, 1)",2,9,2,0.2222222222222222
hardimemt,hardiment,hardi,"(0, 1, 1)",2,9,3,0.3333333333333333
harangwés,harangués,harangue,"(0, 1, 1)",2,9,3,0.3333333333333333
haïssabre,haïssable,haïr,"(0, 1, 1)",2,9,2,0.2222222222222222
impydique,impudique,pudeur,"(1, 1, 1)",3,9,2,0.2222222222222222
tolgnoles,torgnoles,torgn,"(0, 1, 1)",2,9,3,0.3333333333333333
toldantes,tordantes,tordre,"(0, 1, 1)",2,9,2,0.2222222222222222
