Pseudoword,Word,Lemma,Levenshtein_Distance,prs,n_morphemes,Length
émissiom,émission,émettre,8,"(0, 1, 1)",2,8.0
émetteul,émetteur,émettre,6,"(0, 1, 1)",2,8.0
énaillée,émaillée,émail,8,"(0, 1, 1)",2,8.0
éritiste,élitiste,élite,8,"(0, 1, 1)",2,8.0
inmobile,immobile,mobile,8,"(1, 1, 0)",2,8.0
immiglai,immigrai,migrer,8,"(1, 1, 0)",2,8.0
immatule,immature,mature,6,"(1, 1, 0)",2,8.0
immacylé,immaculé,maculer,7,"(1, 1, 0)",2,8.0
irlumina,illumina,lumière,8,"(1, 1, 0)",2,8.0
dégivler,dégivrer,givre,7,"(1, 1, 1)",3,8.0
dégaigne,dégaine,gain,7,"(1, 1, 1)",3,8.0
défloqué,défroqué,froque,6,"(1, 1, 1)",3,8.0
défigulé,défiguré,figure,6,"(1, 1, 1)",3,8.0
exsamgue,exsangue,sang,7,"(1, 1, 0)",2,8.0
exclagna,exclama,clamer,7,"(1, 1, 0)",2,8.0
épirogue,épilogue,logue/ie,6,"(1, 1, 0)",2,8.0
entlevis,entrevis,voir,8,"(1, 1, 0)",2,8.0
éjecteul,éjecteur,éjecter,6,"(0, 1, 1)",2,8.0
égoutiel,égoutier,égout,6,"(0, 1, 1)",2,8.0
égoïsgne,égoïsme,égo,7,"(0, 1, 1)",2,8.0
éditiogn,édition,éditer,7,"(0, 1, 1)",2,8.0
écrityre,écriture,écrire,6,"(0, 1, 1)",2,8.0
bougeoil,bougeoir,bougie,4,"(0, 1, 1)",2,8.0
boudelie,bouderie,bouder,6,"(0, 1, 1)",2,8.0
boychait,bouchait,bouche,6,"(0, 1, 1)",2,8.0
écarteré,écartelé,écart,8,"(0, 1, 1)",2,8.0
dulables,durables,durer,8,"(0, 1, 1)",2,8.0
blevetée,brevetée,brevet,7,"(0, 1, 1)",2,8.0
bleuvage,breuvage,breuv(er,7,"(0, 1, 1)",2,8.0
blavoure,bravoure,brave,4,"(0, 1, 1)",2,8.0
blassard,brassard,bras,6,"(0, 1, 1)",2,8.0
braqweur,braqueur,braquer,5,"(0, 1, 1)",2,8.0
braqwage,braquage,braquer,7,"(0, 1, 1)",2,8.0
boulrade,bourrade,bourrer,6,"(0, 1, 1)",2,8.0
boulgade,bourgade,bourg,6,"(0, 1, 1)",2,8.0
bowrbier,bourbier,bourbe,5,"(0, 1, 1)",2,8.0
bowrbeux,bourbeux,bourbe,5,"(0, 1, 1)",2,8.0
boylette,boulette,boule,6,"(0, 1, 1)",2,8.0
bouirlon,bouillon,bouillir,6,"(0, 1, 1)",2,8.0
dégonfre,dégonfle,gonfler,7,"(1, 1, 1)",3,8.0
dégognme,dégomme,gomm,7,"(1, 1, 1)",3,8.0
drôrerie,drôlerie,drôle,8,"(0, 1, 1)",2,8.0
droitwre,droiture,droit,6,"(0, 1, 1)",2,8.0
inganimé,inanimé,animer,7,"(1, 1, 0)",2,8.0
impubèle,impubère,pubère,7,"(1, 1, 0)",2,8.0
implopre,impropre,propre,6,"(1, 1, 0)",2,8.0
bloderie,broderie,broder,6,"(0, 1, 1)",2,8.0
blochure,brochure,broche,5,"(0, 1, 1)",2,8.0
bliquées,briquées,brique,7,"(0, 1, 1)",2,8.0
brirlant,brillant,briller,7,"(0, 1, 1)",2,8.0
blièveté,brièveté,bref,7,"(0, 1, 1)",2,8.0
bliefing,briefing,brief,7,"(0, 1, 1)",2,8.0
écriteay,écriteau,écrire,8,"(0, 1, 1)",2,8.0
écrasamt,écrasant,écraser,8,"(0, 1, 1)",2,8.0
écowteur,écouteur,écouter,5,"(0, 1, 1)",2,8.0
éclysier,éclusier,éclus,7,"(0, 1, 1)",2,8.0
éclosiom,éclosion,éclore,7,"(0, 1, 1)",2,8.0
brwmeuse,brumeuse,brume,6,"(0, 1, 1)",2,8.0
déclocha,décrocha,croche,7,"(1, 1, 1)",3,8.0
déclispe,décrispe,crisper,8,"(1, 1, 1)",3,8.0
déclasse,décrasse,crasse,8,"(1, 1, 1)",3,8.0
décongné,déconné,con,7,"(1, 1, 1)",3,8.0
ingplant,implant,plante,7,"(1, 1, 0)",2,8.0
drogwait,droguait,drogue,7,"(0, 1, 1)",2,8.0
dlaperie,draperie,drap,8,"(0, 1, 1)",2,8.0
doyzaine,douzaine,douze,7,"(0, 1, 1)",2,8.0
dowteuse,douteuse,doute,6,"(0, 1, 1)",2,8.0
doubrure,doublure,double,5,"(0, 1, 1)",2,8.0
dognneur,donneur,don,3,"(0, 1, 1)",2,8.0
domation,donation,don,6,"(0, 1, 1)",2,8.0
doctolat,doctorat,docteur,6,"(0, 1, 1)",2,8.0
docirité,docilité,docile,7,"(0, 1, 1)",2,8.0
dwchesse,duchesse,duc,8,"(0, 1, 1)",2,8.0
cabriore,cabriole,cabri,7,"(0, 1, 1)",2,8.0
cabignet,cabinet,cabine,7,"(0, 1, 1)",2,8.0
cabagnon,cabanon,cabane,6,"(0, 1, 1)",2,8.0
bûcherom,bûcheron,bûche,7,"(0, 1, 1)",2,8.0
brwsquer,brusquer,brusque,5,"(0, 1, 1)",2,8.0
dizainge,dizaine,dix,7,"(0, 1, 1)",2,8.0
dixiènge,dixième,dix,7,"(0, 1, 1)",2,8.0
divisiom,division,diviser,8,"(0, 1, 1)",2,8.0
distamce,distance,distant,8,"(0, 1, 1)",2,8.0
ingédite,inédite,éditer,7,"(1, 1, 0)",2,8.0
indilect,indirect,direct,8,"(1, 1, 0)",2,8.0
igndigne,indigne,digne,7,"(1, 1, 0)",2,8.0
igndécis,indécis,décider,7,"(1, 1, 0)",2,8.0
imdécent,indécent,décent,8,"(1, 1, 0)",2,8.0
brungies,brunies,brun,6,"(0, 1, 1)",2,8.0
blunâtre,brunâtre,brun,6,"(0, 1, 1)",2,8.0
débowcha,déboucha,bouche,7,"(1, 1, 1)",3,8.0
débalqua,débarqua,barque,7,"(1, 1, 1)",3,8.0
calcéral,carcéral,carcér,8,"(0, 1, 1)",2,8.0
capychon,capuchon,capuche,8,"(0, 1, 1)",2,8.0
captewrs,capteurs,capter,6,"(0, 1, 1)",2,8.0
canalder,canarder,canard,6,"(0, 1, 1)",2,8.0
camadien,canadien,canada,7,"(0, 1, 1)",2,8.0
cagnping,camping,camp,7,"(0, 1, 1)",2,8.0
campewrs,campeurs,camp,6,"(0, 1, 1)",2,8.0
cangpais,campais,camp,7,"(0, 1, 1)",2,8.0
calgnant,calmant,calme,7,"(0, 1, 1)",2,8.0
caissong,caisson,caisse,7,"(0, 1, 1)",2,8.0
caissiel,caissier,caisse,7,"(0, 1, 1)",2,8.0
cahotamt,cahotant,cahot,8,"(0, 1, 1)",2,8.0
caféigne,caféine,café,7,"(0, 1, 1)",2,8.0
cadegncé,cadencé,cadence,7,"(0, 1, 1)",2,8.0
imstable,instable,stable,8,"(1, 1, 0)",2,8.0
inhymain,inhumain,humain,8,"(1, 1, 0)",2,8.0
inforgne,informe,forme,6,"(1, 1, 0)",2,8.0
infidère,infidèle,fidèle,8,"(1, 1, 0)",2,8.0
caysette,causette,cause,8,"(0, 1, 1)",2,8.0
cayserie,causerie,cause,8,"(0, 1, 1)",2,8.0
catcheul,catcheur,catch,6,"(0, 1, 1)",2,8.0
cassangt,cassant,casser,7,"(0, 1, 1)",2,8.0
déchalné,décharné,chair,8,"(1, 1, 1)",3,8.0
déchalge,décharge,charge,8,"(1, 1, 1)",3,8.0
décagnpe,décampe,camp,7,"(1, 1, 1)",3,8.0
débourai,déboulai,boule,7,"(1, 1, 1)",3,8.0
dîngette,dînette,dîner,6,"(0, 1, 1)",2,8.0
diggnité,dignité,digne,7,"(0, 1, 1)",2,8.0
difféler,différer,différer,7,"(0, 1, 1)",2,8.0
dictiong,diction,dict,7,"(0, 1, 1)",2,8.0
dentaile,dentaire,dent,6,"(0, 1, 1)",2,8.0
celisier,cerisier,cerise,7,"(0, 1, 1)",2,8.0
cérébrar,cérébral,cerveau,8,"(0, 1, 1)",2,8.0
centupre,centuple,cent,7,"(0, 1, 1)",2,8.0
cendlier,cendrier,cendre,6,"(0, 1, 1)",2,8.0
cemdrées,cendrées,cendre,7,"(0, 1, 1)",2,8.0
célélité,célérité,célér,8,"(0, 1, 1)",2,8.0
cavaliel,cavalier,cheval,7,"(0, 1, 1)",2,8.0
cavaleul,cavaleur,cavaler,6,"(0, 1, 1)",2,8.0
dresseyr,dresseur,dresser,6,"(0, 1, 1)",2,8.0
plémunie,prémunie,munir,8,"(1, 1, 0)",2,8.0
pernguté,permuté,muter,7,"(1, 1, 0)",2,8.0
parsegné,parsemé,semer,7,"(1, 1, 0)",2,8.0
palcourt,parcourt,court,5,"(1, 1, 0)",2,8.0
devisamt,devisant,devis,8,"(0, 1, 1)",2,8.0
invaride,invalide,valide,8,"(1, 1, 0)",2,8.0
recowcha,recoucha,coucher,7,"(1, 1, 0)",2,8.0
lecharge,recharge,charge,8,"(1, 1, 0)",2,8.0
lebiffai,rebiffai,biffer,8,"(1, 1, 0)",2,8.0
lavalait,ravalait,avaler,8,"(1, 1, 0)",2,8.0
lattrapa,rattrapa,attraper,8,"(1, 1, 0)",2,8.0
cessagnt,cessant,céder,7,"(0, 1, 1)",2,8.0
celvelet,cervelet,cerveau,8,"(0, 1, 1)",2,8.0
celvelas,cervelas,cerveau,8,"(0, 1, 1)",2,8.0
comdensé,condensé,dense,6,"(1, 1, 1)",3,8.0
avegnant,avenant,venir,7,"(1, 1, 1)",3,8.0
monopore,monopole,pole,5,"(1, 1, 0)",2,8.0
gnéfaits,méfaits,faire,7,"(1, 1, 0)",2,8.0
délobade,dérobade,dérober,8,"(0, 1, 1)",2,8.0
délapage,dérapage,déraper,8,"(0, 1, 1)",2,8.0
dépotoil,dépotoir,dépot,6,"(0, 1, 1)",2,8.0
dépaltir,départir,départ,7,"(0, 1, 1)",2,8.0
ploclama,proclama,clamer,7,"(1, 1, 0)",2,8.0
défemsif,défensif,défendre,8,"(0, 1, 1)",2,8.0
décarage,décalage,décal,8,"(0, 1, 1)",2,8.0
chargeyr,chargeur,charge,6,"(0, 1, 1)",2,8.0
chamtant,chantant,chant,7,"(0, 1, 1)",2,8.0
chamtage,chantage,chant,7,"(0, 1, 1)",2,8.0
atypiqwe,atypique,type,7,"(1, 1, 1)",3,8.0
attégnua,atténua,ténu,6,"(1, 1, 1)",3,8.0
attendli,attendri,tendre,7,"(1, 1, 1)",3,8.0
athéisne,athéisme,thé,8,"(1, 1, 1)",3,8.0
assuleur,assureur,sûr,6,"(1, 1, 1)",3,8.0
assowrdi,assourdi,sourd,6,"(1, 1, 1)",3,8.0
demagnda,demanda,demande,7,"(0, 1, 1)",2,8.0
dération,délation,délat,8,"(0, 1, 1)",2,8.0
ledressa,redressa,dresser,8,"(1, 1, 0)",2,8.0
lecrache,recrache,cracher,8,"(1, 1, 0)",2,8.0
lemisait,remisait,misait,8,"(1, 1, 0)",2,8.0
lemarque,remarque,marque,7,"(1, 1, 0)",2,8.0
remagnia,remania,manier,7,"(1, 1, 0)",2,8.0
reréguai,reléguai,léguer,7,"(1, 1, 0)",2,8.0
agneutât,ameutât,meute,7,"(1, 1, 1)",3,8.0
chéqyier,chéquier,chèque,7,"(0, 1, 1)",2,8.0
chassewr,chasseur,chasse,6,"(0, 1, 1)",2,8.0
débytant,débutant,début,8,"(0, 1, 1)",2,8.0
débytait,débutait,début,8,"(0, 1, 1)",2,8.0
dagncing,dancing,dance,6,"(0, 1, 1)",2,8.0
cwniques,cyniques,cyn,6,"(0, 1, 1)",2,8.0
cucliste,cycliste,cycle,8,"(0, 1, 1)",2,8.0
cwclisme,cyclisme,cycle,8,"(0, 1, 1)",2,8.0
curabres,curables,cure,8,"(0, 1, 1)",2,8.0
cypidité,cupidité,cupide,8,"(0, 1, 1)",2,8.0
cylturel,culturel,culture,7,"(0, 1, 1)",2,8.0
choqyait,choquait,choc,7,"(0, 1, 1)",2,8.0
chopinge,chopine,chope,7,"(0, 1, 1)",2,8.0
chimiqye,chimique,chimie,7,"(0, 1, 1)",2,8.0
chevleau,chevreau,chèvre,8,"(0, 1, 1)",2,8.0
asociayx,asociaux,socio,6,"(1, 1, 1)",3,8.0
applécia,apprécia,prix,8,"(1, 1, 1)",3,8.0
agnéanti,anéanti,néant,7,"(1, 1, 1)",3,8.0
amarchie,anarchie,arche,8,"(1, 1, 1)",3,8.0
amgnésie,amnésie,mnés,6,"(1, 1, 1)",3,8.0
culottel,culotter,culotte,7,"(0, 1, 1)",2,8.0
cuisingé,cuisiné,cuisine,7,"(0, 1, 1)",2,8.0
cwirassé,cuirassé,cuirasse,8,"(0, 1, 1)",2,8.0
repeingt,repeint,peint,7,"(1, 1, 0)",2,8.0
lepayait,repayait,payer,8,"(1, 1, 0)",2,8.0
lenverra,renverra,envoyer,6,"(1, 1, 0)",2,8.0
remognta,remonta,monter,7,"(1, 1, 0)",2,8.0
crapotis,clapotis,clapot,7,"(0, 1, 1)",2,8.0
civirité,civilité,civil,8,"(0, 1, 1)",2,8.0
civirisé,civilisé,civil,8,"(0, 1, 1)",2,8.0
ciselule,ciselure,ciseau,6,"(0, 1, 1)",2,8.0
cintlait,cintrait,cintre,7,"(0, 1, 1)",2,8.0
chrétiem,chrétien,christ,8,"(0, 1, 1)",2,8.0
légénéré,régénéré,générer,7,"(1, 1, 0)",2,8.0
crycifié,crucifié,crucifix,8,"(0, 1, 1)",2,8.0
croyangt,croyant,croire,7,"(0, 1, 1)",2,8.0
croyabre,croyable,croire,7,"(0, 1, 1)",2,8.0
croqwant,croquant,croquer,7,"(0, 1, 1)",2,8.0
croiseyr,croiseur,croix,5,"(0, 1, 1)",2,8.0
cloisade,croisade,croix,7,"(0, 1, 1)",2,8.0
clochées,crochées,croche,7,"(0, 1, 1)",2,8.0
critiqwé,critiqué,critique,7,"(0, 1, 1)",2,8.0
clinière,crinière,crin,7,"(0, 1, 1)",2,8.0
angénagé,aménagé,ménage,7,"(1, 1, 1)",3,8.0
angaigri,amaigri,maigre,7,"(1, 1, 1)",3,8.0
arliance,alliance,lier,8,"(1, 1, 1)",3,8.0
afforant,affolant,fou,8,"(1, 1, 1)",3,8.0
affluamt,affluant,flux,8,"(1, 1, 1)",3,8.0
clémière,crémière,crème,7,"(0, 1, 1)",2,8.0
crémeyse,crémeuse,crème,7,"(0, 1, 1)",2,8.0
clédible,crédible,crédit,8,"(0, 1, 1)",2,8.0
cléature,créature,créer,6,"(0, 1, 1)",2,8.0
cléation,création,créer,8,"(0, 1, 1)",2,8.0
cléateur,créateur,créer,6,"(0, 1, 1)",2,8.0
clâneurs,crâneurs,crâne,6,"(0, 1, 1)",2,8.0
claintif,craintif,craindre,8,"(0, 1, 1)",2,8.0
craching,crachin,cracher,7,"(0, 1, 1)",2,8.0
couvlant,couvrant,couvr,7,"(0, 1, 1)",2,8.0
crassait,classait,classe,8,"(0, 1, 1)",2,8.0
conédien,comédien,comédie,7,"(0, 1, 1)",2,8.0
conblant,comblant,comble,7,"(0, 1, 1)",2,8.0
conblait,comblait,comble,7,"(0, 1, 1)",2,8.0
corossal,colossal,colosse,7,"(0, 1, 1)",2,8.0
cololait,colorait,couleur,7,"(0, 1, 1)",2,8.0
coronisé,colonisé,colon,7,"(0, 1, 1)",2,8.0
coronial,colonial,colon,7,"(0, 1, 1)",2,8.0
collangt,collant,colle,6,"(0, 1, 1)",2,8.0
coréreux,coléreux,colère,6,"(0, 1, 1)",2,8.0
coiffule,coiffure,coiffe,5,"(0, 1, 1)",2,8.0
coiffeyr,coiffeur,coiffe,5,"(0, 1, 1)",2,8.0
cocufiel,cocufier,cocu,6,"(0, 1, 1)",2,8.0
cochomné,cochonné,cochon,6,"(0, 1, 1)",2,8.0
clognage,clonage,clone,6,"(0, 1, 1)",2,8.0
crochait,clochait,cloche,7,"(0, 1, 1)",2,8.0
crasseur,classeur,classe,6,"(0, 1, 1)",2,8.0
accwlait,acculait,cul,8,"(1, 1, 1)",3,8.0
acclocha,accrocha,croche,7,"(1, 1, 1)",3,8.0
coûteyse,coûteuse,coût,6,"(0, 1, 1)",2,8.0
coytelas,coutelas,couteau,7,"(0, 1, 1)",2,8.0
coultois,courtois,court,6,"(0, 1, 1)",2,8.0
coultier,courtier,court,6,"(0, 1, 1)",2,8.0
coultage,courtage,court,7,"(0, 1, 1)",2,8.0
rhabirle,rhabille,habiller,8,"(1, 1, 0)",2,8.0
letrouva,retrouva,trouver,6,"(1, 1, 0)",2,8.0
letoucha,retoucha,toucher,7,"(1, 1, 0)",2,8.0
retognba,retomba,tomber,7,"(1, 1, 0)",2,8.0
resyrgir,resurgir,surgir,7,"(1, 1, 0)",2,8.0
lessorte,ressorte,sorte,7,"(1, 1, 0)",2,8.0
accoyché,accouché,coucher,7,"(1, 1, 1)",3,8.0
accostel,accoster,cost,7,"(1, 1, 1)",3,8.0
commamda,commanda,commande,7,"(0, 1, 1)",2,8.0
coychage,couchage,coucher,7,"(0, 1, 1)",2,8.0
réactiom,réaction,acte,8,"(1, 1, 1)",3,8.0
léacteur,réacteur,acte,6,"(1, 1, 1)",3,8.0
lecodage,recodage,code,8,"(1, 1, 1)",3,8.0
contesse,comtesse,comte,7,"(0, 1, 1)",2,8.0
comptoil,comptoir,compter,5,"(0, 1, 1)",2,8.0
accéléla,accéléra,célér,7,"(1, 1, 1)",3,8.0
accarmie,accalmie,calme,8,"(1, 1, 1)",3,8.0
appalent,apparent,paraître,8,"(1, 1, 1)",3,8.0
symétlie,symétrie,mètre,8,"(1, 1, 1)",3,8.0
revouure,revoyure,voy,6,"(1, 1, 1)",3,8.0
compréta,compléta,complet,7,"(0, 1, 1)",2,8.0
commynal,communal,commun,7,"(0, 1, 1)",2,8.0
affelmir,affermir,ferme,7,"(1, 1, 1)",3,8.0
affaibri,affaibli,faible,8,"(1, 1, 1)",3,8.0
acharnga,acharna,chair,7,"(1, 1, 1)",3,8.0
cosmiqwe,cosmique,cosm,6,"(0, 1, 1)",2,8.0
colnette,cornette,corne,6,"(0, 1, 1)",2,8.0
coldages,cordages,corde,7,"(0, 1, 1)",2,8.0
coqueret,coquelet,coque,7,"(0, 1, 1)",2,8.0
cognteur,conteur,conte,3,"(0, 1, 1)",2,8.0
comtenta,contenta,content,6,"(0, 1, 1)",2,8.0
comsulat,consulat,consul,6,"(0, 1, 1)",2,8.0
comnerie,connerie,con,6,"(0, 1, 1)",2,8.0
conjygal,conjugal,conjuguer,5,"(0, 1, 1)",2,8.0
réugnion,réunion,un,6,"(1, 1, 1)",3,8.0
lepoussa,repoussa,pousser,7,"(1, 1, 0)",2,8.0
replomge,replonge,plonger,7,"(1, 1, 0)",2,8.0
coulsive,coursive,courir,7,"(0, 1, 1)",2,8.0
coulsier,coursier,courir,6,"(0, 1, 1)",2,8.0
coulette,courette,courir,7,"(0, 1, 1)",2,8.0
coupelet,couperet,couper,7,"(0, 1, 1)",2,8.0
patlonat,patronat,patron,7,"(0, 1, 1)",2,8.0
patliote,patriote,patrie,7,"(0, 1, 1)",2,8.0
patimait,patinait,patin,8,"(0, 1, 1)",2,8.0
patiemte,patiente,patient,8,"(0, 1, 1)",2,8.0
paterner,paternel,père,8,"(0, 1, 1)",2,8.0
passoile,passoire,passe,6,"(0, 1, 1)",2,8.0
passangt,passant,passe,7,"(0, 1, 1)",2,8.0
érégance,élégance,élégant,8,"(0, 1, 1)",2,8.0
coquirle,coquille,coque,7,"(0, 1, 1)",2,8.0
concelto,concerto,concert,6,"(0, 1, 1)",2,8.0
cohésiom,cohésion,cohérent,7,"(0, 1, 1)",2,8.0
pelfidie,perfidie,perfide,8,"(0, 1, 1)",2,8.0
perdangt,perdant,perdre,7,"(0, 1, 1)",2,8.0
pelchoir,perchoir,perche,6,"(0, 1, 1)",2,8.0
peintule,peinture,peint,6,"(0, 1, 1)",2,8.0
peignard,peinard,peine,7,"(0, 1, 1)",2,8.0
aydience,audience,audio,8,"(0, 1, 1)",2,8.0
audignat,audimat,audio,7,"(0, 1, 1)",2,8.0
signgala,signala,signe,7,"(0, 1, 2)",3,8.0
tâtognna,tâtonna,tâter,7,"(0, 1, 2)",3,8.0
triprait,triplait,tri,8,"(0, 1, 2)",3,8.0
telrorise,terrorise,terr,8,"(0, 1, 2)",3,9.0
quadrupré,quadruplé,quatre,8,"(0, 1, 2)",3,9.0
attilante,attirante,attirer,9,"(0, 1, 1)",2,9.0
almoiries,armoiries,armoire,8,"(0, 1, 1)",2,9.0
aqualelle,aquarelle,aqua,9,"(0, 1, 1)",2,9.0
antériewr,antérieur,antér,7,"(0, 1, 1)",2,9.0
angnuaire,annuaire,an,6,"(0, 1, 1)",2,9.0
angbiance,ambiance,ambiant,8,"(0, 1, 1)",2,9.0
ondwlants,ondulants,onde,8,"(0, 1, 2)",3,9.0
oeirleton,oeilleton,oeil,9,"(0, 1, 2)",3,9.0
cavarcade,cavalcade,cheval,9,"(0, 1, 1)",2,9.0
cafétélia,cafétéria,café,8,"(0, 1, 1)",2,9.0
bénéfiqwe,bénéfique,bénéfice,6,"(0, 1, 1)",2,9.0
bandelole,banderole,bande,6,"(0, 1, 1)",2,9.0
lacontars,racontars,conte,7,"(1, 1, 1)",3,9.0
impostwre,imposture,poste,7,"(1, 1, 1)",3,9.0
excursiom,excursion,curs,9,"(1, 1, 1)",3,9.0
érocution,élocution,locut,8,"(1, 1, 1)",3,9.0
effusiong,effusion,être,8,"(1, 1, 1)",3,9.0
corpurent,corpulent,corps,8,"(0, 1, 1)",2,9.0
comvulsif,convulsif,convulser,7,"(0, 1, 1)",2,9.0
comtagion,contagion,contagier,7,"(0, 1, 1)",2,9.0
cogntacte,contacte,contact,6,"(0, 1, 1)",2,9.0
conseirla,conseilla,conseil,7,"(0, 1, 1)",2,9.0
comnexion,connexion,connecter,7,"(0, 1, 1)",2,9.0
comifères,conifères,cône,6,"(0, 1, 1)",2,9.0
levendeur,revendeur,vendre,6,"(1, 1, 1)",3,9.0
réveirlon,réveillon,éveil,9,"(1, 1, 1)",3,9.0
répwlsion,répulsion,puls,9,"(1, 1, 1)",3,9.0
leporters,reporters,porter,8,"(1, 1, 1)",3,9.0
leportage,reportage,porter,8,"(1, 1, 1)",3,9.0
lepassage,repassage,passe,9,"(1, 1, 1)",3,9.0
rémissiom,rémission,mettre,9,"(1, 1, 1)",3,9.0
ressembra,ressembla,sembler,9,"(1, 1, 0)",2,9.0
lessaisie,ressaisie,saisir,9,"(1, 1, 0)",2,9.0
coulroucé,courroucé,courroux,6,"(0, 1, 1)",2,9.0
coychette,couchette,coucher,8,"(0, 1, 1)",2,9.0
cotonniel,cotonnier,coton,6,"(0, 1, 1)",2,9.0
cotonnewx,cotonneux,coton,6,"(0, 1, 1)",2,9.0
côterette,côtelette,côte,9,"(0, 1, 1)",2,9.0
congforta,conforta,confort,5,"(0, 1, 1)",2,9.0
confitule,confiture,confit,5,"(0, 1, 1)",2,9.0
confiseul,confiseur,confit,5,"(0, 1, 1)",2,9.0
comcilier,concilier,concile,6,"(0, 1, 1)",2,9.0
conceltée,concertée,concert,7,"(0, 1, 1)",2,9.0
cognpteur,compteur,compter,5,"(0, 1, 1)",2,9.0
accrimate,acclimate,climat,9,"(1, 1, 1)",3,9.0
appalence,apparence,paraître,9,"(1, 1, 1)",3,9.0
swrbookée,surbookée,book,8,"(1, 1, 1)",3,9.0
sowteneur,souteneur,tenir,6,"(1, 1, 1)",3,9.0
composeyr,composeur,composer,5,"(0, 1, 1)",2,9.0
comprexée,complexée,complexe,8,"(0, 1, 1)",2,9.0
compagmon,compagnon,compagne,8,"(0, 1, 1)",2,9.0
achegnina,achemina,chemin,8,"(1, 1, 1)",3,9.0
achalnant,acharnant,chair,9,"(1, 1, 1)",3,9.0
accoytumé,accoutumé,coutume,8,"(1, 1, 1)",3,9.0
accoudoil,accoudoir,coude,6,"(1, 1, 1)",3,9.0
cowtumier,coutumier,coutume,7,"(0, 1, 1)",2,9.0
swrestimé,surestimé,estimer,9,"(1, 1, 0)",2,9.0
sulcharge,surcharge,charge,8,"(1, 1, 0)",2,9.0
letrempai,retrempai,tremper,9,"(1, 1, 0)",2,9.0
ressoydée,ressoudée,souder,7,"(1, 1, 0)",2,9.0
coronnade,colonnade,colonne,7,"(0, 1, 1)",2,9.0
corlégien,collégien,collège,8,"(0, 1, 1)",2,9.0
corlectif,collectif,collecter,8,"(0, 1, 1)",2,9.0
crochette,clochette,cloche,8,"(0, 1, 1)",2,9.0
crientèle,clientèle,client,8,"(0, 1, 1)",2,9.0
arléchant,alléchant,lécher,9,"(1, 1, 1)",3,9.0
agglavait,aggravait,grave,9,"(1, 1, 1)",3,9.0
affluemce,affluence,flux,9,"(1, 1, 1)",3,9.0
cringinel,criminel,crime,8,"(0, 1, 1)",2,9.0
clayeuses,crayeuses,craie,8,"(0, 1, 1)",2,9.0
classeuse,crasseuse,crasse,8,"(0, 1, 1)",2,9.0
clapuleux,crapuleux,crapule,8,"(0, 1, 1)",2,9.0
crânenent,crânement,crâne,8,"(0, 1, 1)",2,9.0
coutulier,couturier,couture,7,"(0, 1, 1)",2,9.0
clalifier,clarifier,clair,8,"(0, 1, 1)",2,9.0
crairière,clairière,clair,8,"(0, 1, 1)",2,9.0
citationg,citation,citer,8,"(0, 1, 1)",2,9.0
cingéaste,cinéaste,cinéma,7,"(0, 1, 1)",2,9.0
cirlement,cillement,cil,9,"(0, 1, 1)",2,9.0
cigalette,cigarette,cigare,9,"(0, 1, 1)",2,9.0
chwchotis,chuchotis,chuchoter,8,"(0, 1, 1)",2,9.0
chroniqwe,chronique,chrono,6,"(0, 1, 1)",2,9.0
cholistes,choristes,choeur,8,"(0, 1, 1)",2,9.0
léessayer,réessayer,essayer,8,"(1, 1, 0)",2,9.0
lééditant,rééditant,éditer,9,"(1, 1, 0)",2,9.0
croyagnce,croyance,croire,7,"(0, 1, 1)",2,9.0
croissamt,croissant,croître,8,"(0, 1, 1)",2,9.0
cloisière,croisière,croix,7,"(0, 1, 1)",2,9.0
cloisette,croisette,croix,8,"(0, 1, 1)",2,9.0
chingiste,chimiste,chimie,8,"(0, 1, 1)",2,9.0
cheverure,chevelure,cheveux,7,"(0, 1, 1)",2,9.0
assingilé,assimilé,simil,8,"(1, 1, 1)",3,9.0
applêtant,apprêtant,prêt,9,"(1, 1, 1)",3,9.0
angonymat,anonymat,nyme,6,"(1, 1, 1)",3,9.0
agnnotant,annotant,note,7,"(1, 1, 1)",3,9.0
anémiqwes,anémiques,ém,8,"(1, 1, 1)",3,9.0
cyistance,cuistance,cuisine,9,"(0, 1, 1)",2,9.0
cuirlerée,cuillerée,cuillère,8,"(0, 1, 1)",2,9.0
lepeindre,repeindre,peindre,8,"(1, 1, 0)",2,9.0
lenseigna,renseigna,enseigner,8,"(1, 1, 0)",2,9.0
regringpa,regrimpa,grimper,8,"(1, 1, 0)",2,9.0
cherchewr,chercheur,chercher,7,"(0, 1, 1)",2,9.0
chemisiel,chemisier,chemise,8,"(0, 1, 1)",2,9.0
chegninot,cheminot,chemin,8,"(0, 1, 1)",2,9.0
chemimant,cheminant,chemin,9,"(0, 1, 1)",2,9.0
chawssure,chaussure,chausser,7,"(0, 1, 1)",2,9.0
chawssons,chaussons,chausser,8,"(0, 1, 1)",2,9.0
chawsseur,chausseur,chausser,7,"(0, 1, 1)",2,9.0
chawmière,chaumière,chaume,8,"(0, 1, 1)",2,9.0
chawffard,chauffard,chaud,8,"(0, 1, 1)",2,9.0
chayffage,chauffage,chaud,9,"(0, 1, 1)",2,9.0
châtinent,châtiment,châtier,9,"(0, 1, 1)",2,9.0
châterain,châtelain,château,9,"(0, 1, 1)",2,9.0
chargneur,charmeur,charme,6,"(0, 1, 1)",2,9.0
débitewrs,débiteurs,débit,7,"(0, 1, 1)",2,9.0
