Word,Lemma,prs,freq,n_morphemes,Length,Lemma_Zipf_Frequency,Zipf_Frequency
prétexte,prétexte,"(0, 1, 0)",14.16,1,8,4.25,4.25
priorité,priorité,"(0, 1, 0)",12.15,1,8,4.4,4.4
rencontre,rencontre,"(0, 1, 0)",63.16,1,9,5.15,5.15
programme,programme,"(0, 1, 0)",49.7699999999999,1,9,5.17,5.17
pharmacie,pharmacie,"(0, 1, 0)",10.08,1,9,4.01,4.01
capitaine,capitaine,"(0, 1, 0)",152.7,1,9,4.78,4.78
caractère,caractère,"(0, 1, 0)",18.8699999999999,1,9,4.8,4.8
carrefour,carrefour,"(0, 1, 0)",5.4,1,9,4.18,4.18
boulevard,boulevard,"(0, 1, 0)",4.87,1,9,4.26,4.26
bourgogne,bourgogne,"(0, 1, 0)",0.51,1,9,4.16,4.16
bouteille,bouteille,"(0, 1, 0)",57.23,1,9,4.41,4.41
intention,intention,"(0, 1, 0)",51.24,1,9,4.67,4.67
interdire,interdire,"(0, 1, 0)",75.9299999999999,1,9,4.2,4.2
satellite,satellite,"(0, 1, 0)",13.42,1,9,4.08,4.08
printemps,printemps,"(0, 1, 0)",27.85,1,9,4.61,4.61
quiconque,quiconque,"(0, 1, 0)",22.81,1,9,4.15,4.15
protocole,protocole,"(0, 1, 0)",4.36,1,9,4.16,4.16
séminaire,séminaire,"(0, 1, 0)",3.59,1,9,4.06,4.06
merveille,merveille,"(0, 1, 0)",21.16,1,9,4.03,4.03
processus,processus,"(0, 1, 0)",10.86,1,9,4.79,4.79
substance,substance,"(0, 1, 0)",8.87,1,9,4.1,4.1
phénomène,phénomène,"(0, 1, 0)",10.77,1,9,4.62,4.62
préalable,préalable,"(0, 1, 0)",1.46,1,9,4.14,4.14
poussière,poussière,"(0, 1, 0)",24.4,1,9,4.11,4.11
plusieurs,plusieurs,"(0, 1, 0)",76.46,1,9,5.66,5.66
empreinte,empreinte,"(0, 1, 0)",42.06,1,9,4.06,4.06
interview,interview,"(0, 1, 0)",0.0,1,9,4.49,4.49
intérieur,intérieur,"(0, 1, 0)",103.28,1,9,5.13,5.13
meilleure,meilleure,"(0, 1, 0)",313.01,1,9,5.12,5.12
lendemain,lendemain,"(0, 1, 0)",29.29,1,9,4.8,4.8
parallèle,parallèle,"(0, 1, 0)",3.66,1,9,4.39,4.39
tradition,tradition,"(0, 1, 0)",20.55,1,9,4.58,4.58
testament,testament,"(0, 1, 0)",10.7,1,9,4.08,4.08
technique,technique,"(0, 1, 0)",19.81,1,9,4.99,4.99
cinquante,cinquante,"(0, 1, 0)",12.55,1,9,4.25,4.25
transfert,transférer,"(0, 1, 0)",10.14,1,9,3.84,4.49
inférieur,inférieur,"(0, 1, 0)",8.65,1,9,4.31,4.31
industrie,industrie,"(0, 1, 0)",12.51,1,9,4.88,4.88
spectacle,spectacle,"(0, 1, 0)",55.19,1,9,4.73,4.73
souverain,souverain,"(0, 1, 0)",8.66,1,9,4.12,4.12
septembre,septembre,"(0, 1, 0)",16.01,1,9,5.24,5.24
attention,attention,"(0, 1, 0)",317.63,1,9,5.13,5.13
chirurgie,chirurgie,"(0, 1, 0)",11.74,1,9,4.14,4.14
ambassade,ambassade,"(0, 1, 0)",9.5,1,9,4.14,4.14
dimension,dimension,"(0, 1, 0)",9.62,1,9,4.35,4.35
classique,classique,"(0, 1, 0)",22.6,1,9,4.82,4.82
cimetière,cimetière,"(0, 1, 0)",31.34,1,9,4.15,4.15
cérémonie,cérémonie,"(0, 1, 0)",23.82,1,9,4.46,4.46
cauchemar,cauchemar,"(0, 1, 0)",36.94,1,9,4.01,4.01
champagne,champagne,"(0, 1, 0)",35.71,1,9,4.37,4.37
catalogue,catalogue,"(0, 1, 0)",5.18,1,9,4.29,4.29
cependant,cependant,"(0, 1, 0)",21.61,1,9,5.21,5.21
