Pseudoword,Word,Lemma,Levenshtein_Distance,prs,n_morphemes,Length
timblé,timbré,timbre,7,"(0, 1, 1)",2,6.0
tielcé,tiercé,tiers,7,"(0, 1, 1)",2,6.0
telrai,terrai,terre,7,"(0, 1, 1)",2,6.0
tatoyé,tatoué,tatou,5,"(0, 1, 1)",2,6.0
tairla,tailla,taille,7,"(0, 1, 1)",2,6.0
sulfer,surfer,surf,6,"(0, 1, 1)",2,6.0
sowcia,soucia,souci,6,"(0, 1, 1)",2,6.0
songna,sonna,son,5,"(0, 1, 1)",2,6.0
sogngé,songé,songe,5,"(0, 1, 1)",2,6.0
trwqué,truqué,truc,6,"(0, 1, 1)",2,6.0
tluffé,truffé,truffe,7,"(0, 1, 1)",2,6.0
tripre,triple,tri,7,"(0, 1, 1)",2,6.0
tliché,triché,triche,7,"(0, 1, 1)",2,6.0
tliait,triait,tri,7,"(0, 1, 1)",2,6.0
tlessé,tressé,tresse,7,"(0, 1, 1)",2,6.0
tlacté,tracté,tract,7,"(0, 1, 1)",2,6.0
toyssa,toussa,toux,6,"(0, 1, 1)",2,6.0
toulna,tourna,tour,6,"(0, 1, 1)",2,6.0
toqwée,toquée,toque,6,"(0, 1, 1)",2,6.0
tocald,tocard,toc,6,"(0, 1, 1)",2,6.0
tiqwai,tiquai,tic,7,"(0, 1, 1)",2,6.0
tegnpo,tempo,temps,6,"(0, 1, 1)",2,6.0
sûleté,sûreté,sûr,7,"(0, 1, 1)",2,6.0
swante,suante,suer,7,"(0, 1, 1)",2,6.0
suaile,suaire,suer,7,"(0, 1, 1)",2,6.0
soltie,sortie,sortir,6,"(0, 1, 1)",2,6.0
sonole,sonore,son,4,"(0, 1, 1)",2,6.0
somate,sonate,son,5,"(0, 1, 1)",2,6.0
soilée,soirée,soir,6,"(0, 1, 1)",2,6.0
sciyre,sciure,scie,6,"(0, 1, 1)",2,6.0
sapeul,sapeur,saper,5,"(0, 1, 1)",2,6.0
sarins,salins,sel,7,"(0, 1, 1)",2,6.0
sareté,saleté,sale,7,"(0, 1, 1)",2,6.0
ruerle,ruelle,rue,7,"(0, 1, 1)",2,6.0
luades,ruades,ruer,7,"(0, 1, 1)",2,6.0
vowagé,voyagé,voyage,6,"(0, 1, 1)",2,6.0
vorage,volage,vol,6,"(0, 1, 1)",2,6.0
viamdé,viandé,viande,7,"(0, 1, 1)",2,6.0
véroré,vérolé,vérole,6,"(0, 1, 1)",2,6.0
verbar,verbal,verb,7,"(0, 1, 1)",2,6.0
veigné,veiné,veine,7,"(0, 1, 1)",2,6.0
vasewx,vaseux,vase,6,"(0, 1, 1)",2,6.0
valsel,valser,valse,6,"(0, 1, 1)",2,6.0
varidé,validé,valide,7,"(0, 1, 1)",2,6.0
viorée,violée,viol,7,"(0, 1, 1)",2,6.0
ytérin,utérin,utérus,7,"(0, 1, 1)",2,6.0
lecoin,recoin,coin,6,"(1, 1, 0)",2,6.0
lebord,rebord,bord,6,"(1, 1, 0)",2,6.0
lavoir,ravoir,avoir,5,"(1, 1, 0)",2,6.0
rapper,rappel,appel,7,"(1, 1, 0)",2,6.0
lachat,rachat,achat,7,"(1, 1, 0)",2,6.0
poulvu,pourvu,vue,5,"(1, 1, 0)",2,6.0
éplise,éprise,priser,7,"(1, 1, 0)",2,6.0
épeldu,éperdu,perdre,6,"(1, 1, 0)",2,6.0
envels,envers,verse,6,"(1, 1, 0)",2,6.0
déblis,débris,bris,7,"(1, 1, 0)",2,6.0
louvre,rouvre,ouvre,6,"(1, 1, 0)",2,6.0
levoie,revoie,voie,6,"(1, 1, 0)",2,6.0
levins,revins,vin,7,"(1, 1, 0)",2,6.0
léveil,réveil,éveil,7,"(1, 1, 0)",2,6.0
revécw,revécu,vivre,6,"(1, 1, 0)",2,6.0
letour,retour,tour,4,"(1, 1, 0)",2,6.0
letard,retard,tard,7,"(1, 1, 0)",2,6.0
lepars,repars,partir,7,"(1, 1, 0)",2,6.0
lépand,répand,épandre,7,"(1, 1, 0)",2,6.0
remoys,remous,mou,5,"(1, 1, 0)",2,6.0
regnet,remet,mettre,7,"(1, 1, 0)",2,6.0
lelire,relire,lire,7,"(1, 1, 0)",2,6.0
royare,royale,roi,6,"(0, 1, 1)",2,6.0
loulis,roulis,rouler,6,"(0, 1, 1)",2,6.0
royget,rouget,rouge,6,"(0, 1, 1)",2,6.0
losier,rosier,rose,5,"(0, 1, 1)",2,6.0
losace,rosace,rose,6,"(0, 1, 1)",2,6.0
romdin,rondin,rond,5,"(0, 1, 1)",2,6.0
lôdeur,rôdeur,rôder,5,"(0, 1, 1)",2,6.0
locker,rocker,rock,5,"(0, 1, 1)",2,6.0
livage,rivage,rive,7,"(0, 1, 1)",2,6.0
lieurs,rieurs,rire,6,"(0, 1, 1)",2,6.0
régemt,régent,régir,7,"(0, 1, 1)",2,6.0
layure,rayure,rayer,6,"(0, 1, 1)",2,6.0
lasage,rasage,raser,7,"(0, 1, 1)",2,6.0
lasade,rasade,raser,7,"(0, 1, 1)",2,6.0
dépori,dépoli,polir,6,"(1, 1, 0)",2,6.0
démyni,démuni,munir,7,"(1, 1, 0)",2,6.0
déravé,délavé,laver,7,"(1, 1, 0)",2,6.0
autoul,autour,tour,4,"(1, 1, 0)",2,6.0
appolt,apport,porter,6,"(1, 1, 0)",2,6.0
arlégé,allégé,léger,7,"(1, 1, 0)",2,6.0
affrux,afflux,flux,6,"(1, 1, 0)",2,6.0
syrvis,survis,voir,7,"(1, 1, 0)",2,6.0
swrnom,surnom,nom,6,"(1, 1, 0)",2,6.0
impori,impoli,polir,6,"(1, 1, 0)",2,6.0
ingpie,impie,pie,7,"(1, 1, 0)",2,6.0
exhara,exhala,haler,7,"(1, 1, 0)",2,6.0
enlaye,enraye,rayer,6,"(1, 1, 0)",2,6.0
enreva,enleva,lever,6,"(1, 1, 0)",2,6.0
enjowé,enjoué,jouer,3,"(1, 1, 0)",2,6.0
engjeu,enjeu,jeu,4,"(1, 1, 0)",2,6.0
engfin,enfin,fin,6,"(1, 1, 0)",2,6.0
embyée,embuée,buer,7,"(1, 1, 0)",2,6.0
élamça,élança,lancer,7,"(1, 1, 0)",2,6.0
écowla,écoula,couler,6,"(1, 1, 0)",2,6.0
dévole,dévore,vore,6,"(1, 1, 0)",2,6.0
détoul,détour,tour,4,"(1, 1, 0)",2,6.0
aboyti,abouti,bout,6,"(1, 1, 1)",3,6.0
abolda,aborda,bord,6,"(1, 1, 1)",3,6.0
lentra,rentra,entrer,6,"(1, 1, 0)",2,6.0
renoyé,renoué,nouer,4,"(1, 1, 0)",2,6.0
rengia,renia,nier,6,"(1, 1, 0)",2,6.0
lemise,remise,mise,7,"(1, 1, 0)",2,6.0
leleva,releva,lever,7,"(1, 1, 0)",2,6.0
lelave,relave,laver,7,"(1, 1, 0)",2,6.0
léjoui,réjoui,jouir,4,"(1, 1, 0)",2,6.0
lejoue,rejoue,jouer,4,"(1, 1, 0)",2,6.0
léagit,réagit,agiter,7,"(1, 1, 0)",2,6.0
prémom,prénom,nom,6,"(1, 1, 0)",2,6.0
ilréel,irréel,réel,7,"(1, 1, 0)",2,6.0
effira,effila,fil,7,"(1, 1, 1)",3,6.0
éclémé,écrémé,crème,7,"(1, 1, 1)",3,6.0
dépria,déplia,pli,7,"(1, 1, 1)",3,6.0
dénydé,dénudé,nu,6,"(1, 1, 1)",3,6.0
déclié,décrié,cri,7,"(1, 1, 1)",3,6.0
avirir,avilir,vil,6,"(1, 1, 1)",3,6.0
avenil,avenir,venir,6,"(1, 1, 1)",3,6.0
assula,assura,sûr,6,"(1, 1, 1)",3,6.0
aprati,aplati,plat,7,"(1, 1, 1)",3,6.0
apalté,aparté,partir,7,"(1, 1, 1)",3,6.0
ajysta,ajusta,juste,7,"(1, 1, 1)",3,6.0
affora,affola,fou,6,"(1, 1, 1)",3,6.0
affané,affamé,faim,7,"(1, 1, 1)",3,6.0
adowci,adouci,doux,6,"(1, 1, 1)",3,6.0
adjwgé,adjugé,juge,6,"(1, 1, 1)",3,6.0
lareté,rareté,rare,7,"(0, 1, 1)",2,6.0
rameay,rameau,rame,6,"(0, 1, 1)",2,6.0
pwante,puante,pu,7,"(0, 1, 1)",2,6.0
pswché,psyché,psycho,7,"(0, 1, 1)",2,6.0
perage,pelage,peler,7,"(0, 1, 1)",2,6.0
movice,novice,nouveau,6,"(0, 1, 1)",2,6.0
malins,marins,mer,7,"(0, 1, 1)",2,6.0
malign,malin,mal,7,"(0, 1, 1)",2,6.0
gnagie,magie,mage,7,"(0, 1, 1)",2,6.0
litlon,litron,litre,6,"(0, 1, 1)",2,6.0
rimier,limier,lime,6,"(0, 1, 1)",2,6.0
gamtée,gantée,gant,6,"(0, 1, 1)",2,6.0
flimas,frimas,frime,7,"(0, 1, 1)",2,6.0
letapé,retapé,tape,7,"(1, 1, 1)",3,6.0
amnées,années,an,6,"(0, 1, 1)",2,6.0
lamena,ramena,mener,7,"(2, 1, 0)",3,6.0
laviva,raviva,vivre,7,"(2, 1, 1)",4,6.0
agengt,agent,agir,7,"(0, 1, 1)",2,6.0
abbawe,abbaye,abbé,7,"(0, 1, 1)",2,6.0
