Word,Lemma,prs,freq,n_morphemes,Length,Lemma_Zipf_Frequency,Zipf_Frequency
proximité,proxim,"(0, 1, 1)",3.99,2,9,1.23,4.63
propriété,propri,"(0, 1, 1)",22.7,2,9,1.64,4.74
promotion,promouvoir,"(0, 1, 1)",14.8199999999999,2,9,4.21,4.54
connexion,connecter,"(0, 1, 1)",3.71,2,9,3.81,4.16
confusion,confus,"(0, 1, 1)",8.12,2,9,3.75,4.17
comptable,compter,"(0, 1, 1)",11.17,2,9,4.8,4.02
compagnon,compagne,"(0, 1, 1)",16.19,2,9,3.97,4.17
dictature,dict,"(0, 1, 1)",3.84,2,9,2.42,4.01
procureur,procurer,"(0, 1, 1)",28.68,2,9,3.97,4.45
procédure,procéder,"(0, 1, 1)",16.17,2,9,4.22,4.63
principal,principe,"(0, 1, 1)",44.5899999999999,2,9,4.92,4.83
princesse,prince,"(0, 1, 1)",48.79,2,9,4.8,4.53
président,présider,"(0, 1, 1)",143.63,2,9,3.25,5.41
solitaire,seul,"(0, 1, 1)",14.16,2,9,5.58,4.07
seulement,seul,"(0, 1, 1)",279.25,2,9,5.58,5.47
sanitaire,sain,"(0, 1, 1)",2.45,2,9,4.06,4.01
défenseur,défendre,"(0, 1, 1)",3.73999999999999,2,9,4.7,4.24
curiosité,curieux,"(0, 1, 1)",13.7,2,9,4.42,4.2
croissant,croître,"(0, 1, 1)",5.37,2,9,3.65,4.11
voyageurs,voyage,"(0, 1, 1)",11.14,2,9,4.99,4.33
violation,viol,"(0, 1, 1)",4.09,2,9,4.28,4.02
vingtaine,vingt,"(0, 1, 1)",4.11,2,9,4.82,4.22
vengeance,venger,"(0, 1, 1)",28.27,2,9,3.96,4.16
tristesse,triste,"(0, 1, 1)",13.39,2,9,4.74,4.13
trentaine,trente,"(0, 1, 1)",3.23,2,9,4.59,4.07
réception,recevoir,"(0, 1, 1)",17.46,2,9,4.79,4.35
précision,précis,"(0, 1, 1)",6.86,2,9,4.54,4.39
populaire,popul,"(0, 1, 1)",19.34,2,9,1.56,4.8
personnel,personne,"(0, 1, 1)",83.6699999999999,2,9,5.73,4.95
ouverture,ouvert,"(0, 1, 1)",18.31,2,9,4.89,4.9
dynamique,dynamo,"(0, 1, 1)",3.16,2,9,3.26,4.37
doucement,doux,"(0, 1, 1)",103.81,2,9,4.55,4.32
diversité,divers,"(0, 1, 1)",1.01,2,9,4.82,4.36
dirigeant,diriger,"(0, 1, 1)",8.17,2,9,4.29,4.18
direction,diriger,"(0, 1, 1)",45.06,2,9,4.29,5.16
diffusion,diffuser,"(0, 1, 1)",2.55999999999999,2,9,4.05,4.5
différent,différer,"(0, 1, 1)",141.59,2,9,3.13,4.67
espérance,espoir,"(0, 1, 1)",6.42,2,9,4.73,4.1
esclavage,esclave,"(0, 1, 1)",7.14,2,9,4.03,4.13
nucléaire,nuclé,"(0, 1, 1)",16.4399999999999,2,9,0.0,4.56
résidence,résider,"(0, 1, 1)",8.04,2,9,3.23,4.55
rendement,rend,"(0, 1, 1)",1.34,2,9,4.99,4.2
règlement,règle,"(0, 1, 1)",21.27,2,9,4.72,4.54
régionaux,région,"(0, 1, 1)",1.52,2,9,5.26,4.05
réflexion,réfléchir,"(0, 1, 1)",7.47,2,9,4.53,4.58
référence,référer,"(0, 1, 1)",10.45,2,9,3.56,4.83
réduction,réduire,"(0, 1, 1)",3.37,2,9,4.68,4.69
rédaction,rédiger,"(0, 1, 1)",2.92999999999999,2,9,3.78,4.37
épaisseur,épais,"(0, 1, 1)",2.16,2,9,3.98,4.03
employeur,emploi,"(0, 1, 1)",4.01,2,9,5.16,4.2
électeurs,élire,"(0, 1, 1)",2.96,2,9,3.95,4.47
également,égal,"(0, 1, 1)",32.19,2,9,4.23,5.59
éducation,éduquer,"(0, 1, 1)",20.45,2,9,3.55,4.95
tolérance,tolérer,"(0, 1, 1)",3.03,2,9,3.55,4.05
tentative,tenter,"(0, 1, 1)",19.0499999999999,2,9,4.69,4.48
monétaire,monnaie,"(0, 1, 1)",0.91,2,9,4.56,4.09
mécanisme,mécan,"(0, 1, 1)",4.59,2,9,1.09,4.2
matériaux,matière,"(0, 1, 1)",2.83,2,9,5.0,4.34
organisme,organe,"(0, 1, 1)",6.85,2,9,4.01,4.53
opération,opérer,"(0, 1, 1)",61.9499999999999,2,9,3.99,4.87
opérateur,opérer,"(0, 1, 1)",6.26,2,9,3.99,4.15
olympique,olympe,"(0, 1, 1)",3.62,2,9,3.36,4.42
offensive,offense,"(0, 1, 1)",3.28,2,9,3.37,4.1
numérique,numéro,"(0, 1, 1)",3.34,2,9,5.03,4.65
supérieur,supér,"(0, 1, 1)",39.36,2,9,1.23,4.8
exécution,exécuter,"(0, 1, 1)",17.5099999999999,2,9,3.97,4.43
exclusion,exclure,"(0, 1, 1)",1.02,2,9,3.83,4.04
exception,excepter,"(0, 1, 1)",15.97,2,9,1.86,4.6
évolution,évoluer,"(0, 1, 1)",8.1,2,9,4.22,4.85
essentiel,essence,"(0, 1, 1)",21.49,2,9,4.5,4.6
fermeture,fermer,"(0, 1, 1)",11.06,2,9,4.53,4.37
favorable,faveur,"(0, 1, 1)",5.38,2,9,4.78,4.41
faiblesse,faible,"(0, 1, 1)",14.7,2,9,4.91,4.21
maîtresse,maître,"(0, 1, 1)",30.31,2,9,4.95,4.13
livraison,livrer,"(0, 1, 1)",13.67,2,9,4.26,4.31
librement,libre,"(0, 1, 1)",6.8,2,9,5.11,4.12
lentement,lent,"(0, 1, 1)",26.48,2,9,3.99,4.25
largement,large,"(0, 1, 1)",5.98,2,9,4.91,4.76
lancement,lancer,"(0, 1, 1)",8.63,2,9,4.68,4.42
justement,juste,"(0, 1, 1)",62.08,2,9,5.8,4.68
nettement,net,"(0, 1, 1)",3.17,2,9,4.62,4.33
naissance,naître,"(0, 1, 1)",39.73,2,9,3.95,4.79
mouvement,mouvoir,"(0, 1, 1)",40.33,2,9,2.95,5.13
fabricant,fabriquer,"(0, 1, 1)",3.67,2,9,4.06,4.06
extrémité,extrême,"(0, 1, 1)",2.12,2,9,4.74,4.03
explosion,exploser,"(0, 1, 1)",26.13,2,9,4.14,4.33
expertise,expert,"(0, 1, 1)",2.7,2,9,4.37,4.15
expansion,expans,"(0, 1, 1)",1.89,2,9,0.0,4.16
existence,exister,"(0, 1, 1)",24.99,2,9,4.23,4.73
grossesse,gros,"(0, 1, 1)",7.09,2,9,5.42,4.1
génétique,gène,"(0, 1, 1)",8.02,2,9,3.83,4.11
franchise,franc,"(0, 1, 1)",5.76,2,9,4.44,4.09
fortement,fort,"(0, 1, 1)",4.25,2,9,5.34,4.68
formation,forme,"(0, 1, 1)",14.4,2,9,5.35,5.14
forcément,force,"(0, 1, 1)",24.23,2,9,5.22,4.66
fondation,fondre,"(0, 1, 1)",9.74,2,9,3.91,4.5
fondateur,fondre,"(0, 1, 1)",3.75,2,9,3.91,4.37
financier,finance,"(0, 1, 1)",12.7199999999999,2,9,4.29,4.42
stratégie,stratège,"(0, 1, 1)",8.96,2,9,3.3,4.63
stabilité,stable,"(0, 1, 1)",1.81,2,9,4.26,4.2
situation,situer,"(0, 1, 1)",108.99,2,9,3.66,5.31
signature,signe,"(0, 1, 1)",18.47,2,9,4.89,4.41
infection,infecter,"(0, 1, 1)",10.62,2,9,2.94,4.05
intensité,intense,"(0, 1, 1)",3.11,2,9,4.22,4.16
intégrité,intègre,"(0, 1, 1)",4.1,2,9,4.02,4.01
influence,influer,"(0, 1, 1)",18.0,2,9,3.31,4.74
inflation,enfler,"(0, 1, 1)",1.72,2,9,2.84,4.07
sentiment,sentir,"(0, 1, 1)",75.7299999999999,2,9,4.68,4.7
sensation,sentir,"(0, 1, 1)",17.2599999999999,2,9,4.68,4.32
sélection,sélect,"(0, 1, 1)",4.45,2,9,2.45,4.7
scolaires,scol,"(0, 1, 1)",7.10999999999999,2,9,1.75,4.3
important,importer,"(0, 1, 1)",232.709999999999,2,9,3.5,5.23
ignorance,ignorer,"(0, 1, 1)",6.54,2,9,4.16,4.05
identique,identité,"(0, 1, 1)",7.89999999999999,2,9,4.76,4.17
historien,histoire,"(0, 1, 1)",2.12,2,9,5.64,4.11
irlandais,irlande,"(0, 1, 1)",7.91,2,9,4.24,4.01
invention,inventer,"(0, 1, 1)",10.37,2,9,4.02,4.09
intéresse,intérêt,"(0, 1, 1)",135.84,2,9,5.13,4.63
sacrifice,sacre,"(0, 1, 2)",23.11,3,9,3.68,4.03
coalition,lier,"(2, 1, 1)",1.29,4,9,3.74,4.19
alentours,tour,"(2, 1, 0)",6.39999999999999,3,9,5.37,4.12
précédent,céder,"(1, 1, 1)",12.9999999999999,3,9,4.08,4.62
invisible,voir,"(1, 1, 1)",17.28,3,9,5.94,4.08
ingénieur,génie,"(1, 1, 1)",21.12,3,9,4.6,4.42
fréquence,fréquent,"(0, 1, 1)",10.12,2,9,3.87,4.27
excellent,exceller,"(0, 1, 1)",77.2599999999999,2,9,2.64,4.65
espagnole,espagne,"(0, 1, 1)",39.3799999999999,2,9,4.88,4.19
contraire,contre,"(0, 1, 1)",69.03,2,9,5.93,4.98
contenant,tenir,"(1, 1, 1)",3.25,3,9,4.89,4.33
assurance,sûr,"(1, 1, 1)",29.8,3,9,5.27,4.74
apparence,paraître,"(1, 1, 1)",17.64,3,9,4.32,4.32
